                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                   14020                                     1364                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2215527943563999E+010                  8.2259767481164925E+005                  4.6041000462682896E+003                  5.5122213029297775E+001                  1.1668821033321461E+001                  1.6761293246354900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.4597342208775927E-001                  1.2865911931496521E-001                  9.2893170588368261E-003                  7.3749494405795212E-003                  4.6040200511374878E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.5035826599186448E-001                  6.3245697276063614E-004                  5.9936660438082090E-001                  3.0104488819920231E-002                  6.0992610412635775E-003                  6.6634468959736503E-003                  2.6831559531150691E-003                  4.8047955148984300E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9893076054530509E+005                  3.6612322905958186E+004                  1.8141506754608968E+008                  5.5142618877776087E+001                  3.7874875677212103E+001                  1.6024624424603047E+001                  2.6226315447555715E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8549274463181523E+017                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "x86_64-macos-24.10.1"                                 "CRMATH"                               "20250526"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                   radius                                     rmid                                    grada                                       pp                                      cno                                tri_alpha                                    gradT                                    gradr                         grad_temperature                               sch_stable                                    omega                                    shear                        log_am_nu_non_rot                            log_am_nu_rot                                log_am_nu                     omega_div_omega_crit                          am_log_nu_omega                                 brunt_N2 
                                       1                  1.0000000000000000E+000                  1.0670269790455387E+000                  3.6631448894606669E+000                 -7.7875131327880558E+000                  3.6795576090401654E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9420493534902511E+020                  1.1668821033321461E+001                  1.1668820980424666E+001                  3.9380293999531618E-001                  2.3923325685578338E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2501497239577908E-001                  1.2501497239577908E-001                  3.1253950492000082E-002                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7345956033495278E-008 
                                       2                  9.9999999999949996E-001                  1.0670269751080754E+000                  3.6631452326081697E+000                 -7.7875107312069014E+000                  3.6795603538806678E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  1.4913074030235382E+021                  1.1668820927527916E+001                  1.1668820848183117E+001                  3.9380296450446262E-001                  2.3923457994521002E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2501539242279086E-001                  1.2501539242279086E-001                  1.0157565445042888E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7345888349583315E-008 
                                       3                  9.9999999999875000E-001                  1.0670269692019121E+000                  3.6631456443862547E+000                 -7.7875078493333305E+000                  3.6795636476665528E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  1.4913074030235382E+021                  1.1668820768838446E+001                  1.1668820689494231E+001                  3.9380299391556056E-001                  2.3923616764906145E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2501665250233041E-001                  1.2501665250233041E-001                  1.1915718311926968E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7345683266734014E-008 
                                       4                  9.9999999999800004E-001                  1.0670269632957892E+000                  3.6631463419441683E+000                 -7.7875029674047278E+000                  3.6795692273174536E+000                  6.9999999981762218E-001                  2.8000000031378963E-001                  1.9999999868588247E-002                  3.5612731473244382E+021                  1.1668820610150059E+001                  1.1668820420676546E+001                  3.9380304374069591E-001                  2.3923885713792370E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2501791224739361E-001                  1.2501791224739361E-001                  1.2355422799335827E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7347041079848069E-008 
                                       5                  9.9999999999620903E-001                  1.0670269491919984E+000                  3.6631473252872944E+000                 -7.7874960855712549E+000                  3.6795770927461113E+000                  6.9999999961911741E-001                  2.8000000065532676E-001                  1.9999999725555773E-002                  3.5612731473244382E+021                  1.1668820231203037E+001                  1.1668820041732474E+001                  3.9380311397842871E-001                  2.3924264847986974E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2502091992134942E-001                  1.2502091992134942E-001                  1.2465612897957309E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7346195392064236E-008 
                                       6                  9.9999999999441802E-001                  1.0670269350884314E+000                  3.6631488003101134E+000                 -7.7874857630948906E+000                  3.6795888906235401E+000                  6.9999999932136048E-001                  2.8000000116763224E-001                  1.9999999511007283E-002                  7.1225462946488763E+021                  1.1668819852262038E+001                  1.1668819473329966E+001                  3.9380321933577617E-001                  2.3924833545457605E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2502392775509674E-001                  1.2502392775509674E-001                  1.2493572720800430E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7345705859186399E-008 
                                       7                  9.9999999999083589E-001                  1.0670269068819627E+000                  3.6631515879269112E+000                 -7.7874662557973942E+000                  3.6796111860699834E+000                  6.9999999815769975E-001                  2.8000000339997477E-001                  1.9999998442325473E-002                  1.3068357841599488E+022                  1.1668819094397948E+001                  1.1668818399169359E+001                  3.9380341846021799E-001                  2.3925908259250666E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2502994137152809E-001                  1.2502994137152809E-001                  1.2501160150304108E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7345863868665006E-008 
                                       8                  9.9999999998426370E-001                  1.0670268551314017E+000                  3.6631551965239519E+000                 -7.7874410057140686E+000                  3.6796400453870408E+000                  6.9999999654284961E-001                  2.8000000632813271E-001                  1.9999997129017677E-002                  1.3068357841599488E+022                  1.1668817703940727E+001                  1.1668817008752308E+001                  3.9380367623171869E-001                  2.3927299424094860E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2504097153104074E-001                  1.2504097153104074E-001                  1.2503897399746858E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7344323973451715E-008 
                                       9                  9.9999999997769140E-001                  1.0670268033838277E+000                  3.6631600813681473E+000                 -7.7874068294748007E+000                  3.6796791074889232E+000                  6.9999999462422702E-001                  2.8000001041840428E-001                  1.9999994957368705E-002                  2.2311356849922450E+022                  1.1668816313563932E+001                  1.1668815126775277E+001                  3.9380402517581226E-001                  2.3929182526672974E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2505200049551904E-001                  1.2505200049551904E-001                  1.2505739088186124E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7341980764247717E-008 
                                      10                  9.9999999996647071E-001                  1.0670267150431001E+000                  3.6631662426274074E+000                 -7.7873637289353059E+000                  3.6797283696490206E+000                  6.9999999019228420E-001                  2.8000001686798098E-001                  1.9999992939734756E-002                  2.2311356849922450E+022                  1.1668813939986409E+001                  1.1668812753315068E+001                  3.9380446530609786E-001                  2.3931557429772852E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2507083031129049E-001                  1.2507083031129049E-001                  1.2507859551448025E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7341517544386281E-008 
                                      11                  9.9999999995525002E-001                  1.0670266267110868E+000                  3.6631762194832067E+000                 -7.7872939499945497E+000                  3.6798081248366765E+000                  6.9999997997053598E-001                  2.8000003115879118E-001                  1.9999988870672780E-002                  4.9943263549173680E+022                  1.1668811566643514E+001                  1.1668808910742737E+001                  3.9380517802875109E-001                  2.3935402643403212E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2508966009936684E-001                  1.2508966009936684E-001                  1.2510691145029501E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7340535962634380E-008 
                                      12                  9.9999999993013278E-001                  1.0670264290142513E+000                  3.6631900129617549E+000                 -7.7871975112548393E+000                  3.6799183564155507E+000                  6.9999996762094052E-001                  2.8000004381600052E-001                  1.9999988563058957E-002                  4.9943263549173680E+022                  1.1668806254840824E+001                  1.1668803599527235E+001                  3.9380616337948154E-001                  2.3940718101152811E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2513182485531718E-001                  1.2513182485531718E-001                  1.2514518201392150E-001                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.7333441062588819E-008 
